vehicle_type,service_type,vehicle_age,kilometers_driven,fuel_type,engine_type,previous_services,actual_cost
SUV,General,1,8583,Diesel,Automatic,1,8270
Scooty,Repair,7,42039,Petrol,Automatic,9,2600
Bike,Major,9,46096,Petrol,Automatic,14,1900
Car,General,7,102326,Petrol,Manual,9,3860
Scooty,Major,6,42165,Petrol,Automatic,7,1600
Electric Scooter,General,1,7428,EV,Automatic,1,550
SUV,Repair,11,151537,Diesel,Automatic,15,37550
Electric Bike,General,3,22497,EV,Automatic,5,860
Scooty,General,1,7477,Petrol,Automatic,1,520
Bike,Major,5,31655,Petrol,Automatic,8,3410
Car,General,6,76570,Petrol,Automatic,7,6160
Car,Major,1,13078,Hybrid,Manual,1,12420
Scooty,General,9,47428,Petrol,Automatic,15,1000
SUV,General,4,40279,Diesel,Automatic,6,8330
Car,General,4,32146,Petrol,Manual,5,5210
SUV,General,9,106081,Diesel,Manual,11,10580
Electric Bike,General,1,6339,EV,Automatic,1,810
Car,General,7,106159,Petrol,Manual,11,4210
Car,Repair,9,99758,Petrol,Automatic,16,25520
Car,Major,5,56432,Diesel,Automatic,9,11900
Electric Scooter,General,2,14895,EV,Automatic,2,510
Bike,General,5,45761,Petrol,Manual,6,650
Bike,Major,3,23920,Petrol,Manual,5,2500
SUV,General,4,60502,Diesel,Manual,5,7650
Electric Scooter,General,1,4943,EV,Automatic,1,760
Bike,General,4,29712,Petrol,Manual,6,1040
SUV,Repair,13,164375,Diesel,Manual,21,57840
SUV,General,8,138685,Diesel,Manual,11,10140
Car,Major,6,85079,Petrol,Automatic,10,17270
Electric Scooter,Repair,3,15359,EV,Automatic,4,1830
Electric Scooter,General,3,14000,EV,Automatic,5,370
Electric Bike,General,1,8560,EV,Automatic,1,520
Electric Scooter,General,2,13143,EV,Automatic,2,720
Car,Major,7,80039,Diesel,Manual,13,16990
Bike,Repair,7,64570,Petrol,Manual,11,2920
Scooty,General,5,33707,Petrol,Automatic,7,570
Car,General,10,142718,Petrol,Automatic,15,5810
Car,Major,3,40322,Hybrid,Manual,5,14440
Car,Repair,4,62940,Diesel,Automatic,6,18980
Electric Bike,Repair,2,12481,EV,Automatic,3,1360
Scooty,Major,6,30994,Petrol,Automatic,7,1920
Bike,General,2,18459,Petrol,Manual,2,890
Electric Bike,General,2,14996,EV,Automatic,2,710
SUV,Repair,4,52697,EV,Automatic,6,19110
Car,General,9,121570,Diesel,Manual,17,6250
Bike,Repair,4,42318,Petrol,Manual,7,3500
Bike,Major,11,57917,Petrol,Automatic,16,2990
Car,General,1,12560,Hybrid,Manual,1,4950
SUV,General,6,63259,Petrol,Automatic,10,8880
SUV,General,7,126054,Diesel,Manual,10,10010
Car,General,7,62847,Petrol,Manual,13,3930
SUV,General,9,129965,Diesel,Automatic,12,12770
Electric Scooter,Repair,2,9436,EV,Automatic,3,1110
Car,General,8,98217,Diesel,Manual,14,6960
Electric Bike,General,4,25805,EV,Automatic,5,420
Car,Major,10,90513,EV,Automatic,16,12020
Car,Repair,9,99589,Petrol,Automatic,11,19850
SUV,Major,1,14408,Diesel,Automatic,1,25140
SUV,Major,3,36580,Petrol,Manual,4,19170
SUV,General,13,190413,Diesel,Manual,23,13050
Car,General,2,21075,Petrol,Automatic,2,4800
SUV,General,4,59271,Diesel,Automatic,5,11160
Electric Scooter,Major,1,7732,EV,Automatic,1,1390
SUV,General,8,149434,Petrol,Automatic,15,7290
Car,Major,5,48294,Diesel,Manual,9,12880
SUV,Repair,6,84545,Diesel,Automatic,9,27340
Bike,General,7,52145,Petrol,Manual,9,1010
SUV,General,7,118453,Petrol,Automatic,10,10760
Car,General,0,800,Petrol,Manual,0,3420
Car,General,6,59010,Hybrid,Manual,9,6040
Car,General,6,80456,Diesel,Manual,8,6700
Electric Scooter,Major,3,18325,EV,Automatic,4,1490
Bike,Repair,8,73073,Petrol,Manual,13,2980
Car,General,5,74978,Diesel,Manual,8,6520
Scooty,General,9,49833,Petrol,Automatic,14,790
Bike,General,3,19579,Petrol,Manual,5,790
SUV,Major,9,98803,Diesel,Automatic,13,23340
Bike,General,10,75158,Petrol,Manual,14,830
Car,Major,7,77002,Petrol,Manual,9,12200
Car,Major,7,61360,EV,Automatic,13,9910
Bike,Major,7,64709,Petrol,Manual,8,2610
Car,General,2,22637,Petrol,Manual,2,3600
Car,Major,3,27197,Diesel,Automatic,4,14900
Bike,Major,0,500,Petrol,Manual,0,2590
Scooty,Major,9,62988,Petrol,Automatic,15,1760
Bike,Major,9,59175,Petrol,Manual,11,2390
Car,General,2,14967,Diesel,Automatic,2,4950
Car,General,5,79461,Petrol,Automatic,7,5920
Car,General,2,15406,Hybrid,Manual,2,5010
Car,General,7,79889,Petrol,Automatic,10,4110
Bike,General,1,12230,Petrol,Manual,1,620
Electric Scooter,Major,4,27807,EV,Automatic,5,1220
Bike,General,6,56675,Petrol,Manual,8,1260
Car,General,10,113580,Diesel,Manual,19,5630
SUV,General,9,167760,Diesel,Manual,11,7770
Bike,General,8,41991,Petrol,Manual,11,730
Car,Major,3,30022,Petrol,Automatic,3,14200
Scooty,General,5,21704,Petrol,Automatic,8,800
Bike,General,3,30580,Petrol,Manual,4,1020
SUV,Repair,4,80781,Petrol,Manual,5,20250
Bike,Major,2,20051,Petrol,Manual,3,1930
Car,General,4,42796,Diesel,Manual,5,4840
Car,General,6,60850,Petrol,Automatic,9,3810
Electric Bike,General,2,13598,EV,Automatic,3,600
SUV,Repair,0,1001,Petrol,Manual,0,16440
Car,General,1,15801,Hybrid,Automatic,1,5120
Car,General,12,180055,Diesel,Manual,16,6210
Scooty,General,0,500,Petrol,Automatic,0,740
Scooty,General,1,6438,Petrol,Automatic,1,510
Car,General,15,165320,Petrol,Manual,21,5780
Car,Major,8,67959,Diesel,Manual,12,18500
SUV,General,4,45998,Diesel,Manual,6,6980
Car,General,4,52048,Diesel,Manual,5,3780
Car,Major,11,114961,EV,Automatic,16,12150
SUV,General,1,14839,EV,Automatic,1,4620
Car,General,4,50191,Hybrid,Manual,5,3760
Bike,Repair,10,50222,Petrol,Manual,18,3210
Car,Major,3,45304,Petrol,Manual,3,10200
Car,Repair,3,45501,Petrol,Manual,3,12980
Bike,Repair,9,69601,Petrol,Manual,12,4060
SUV,General,6,120517,Hybrid,Automatic,7,7660
SUV,Major,1,21137,Diesel,Automatic,1,22060
Car,General,8,72505,Petrol,Manual,11,5250
SUV,Repair,2,32349,Diesel,Automatic,2,18520
Car,General,4,60301,EV,Automatic,4,4270
SUV,Major,7,79776,EV,Automatic,8,17160
SUV,General,3,37999,Hybrid,Automatic,5,6400
Car,Major,3,39740,Petrol,Manual,4,8800
Car,General,10,121571,Petrol,Manual,15,3920
Bike,Major,5,45193,Petrol,Manual,9,3170
Car,General,9,100162,Petrol,Manual,12,3940
Car,Major,5,80946,Petrol,Automatic,8,13030
Scooty,General,7,47163,Petrol,Automatic,13,590
SUV,Major,2,18307,Petrol,Manual,3,18180
SUV,Repair,6,59884,Diesel,Automatic,8,26520
Car,General,5,76434,Petrol,Automatic,7,4890
Electric Bike,General,2,12248,EV,Automatic,3,780
Bike,General,6,42945,Petrol,Manual,9,1210
Car,General,15,182335,Diesel,Manual,29,6230
SUV,General,7,81862,Diesel,Automatic,12,9550
Scooty,General,4,20012,Petrol,Automatic,5,590
Car,Major,4,59504,Diesel,Manual,6,12720
Car,General,1,14089,Petrol,Manual,1,3640
Car,General,11,117757,Petrol,Automatic,16,7150
Car,General,10,111052,Diesel,Manual,14,6020
SUV,General,6,106071,Diesel,Automatic,8,8790
Scooty,General,10,77235,Petrol,Automatic,14,820
SUV,Repair,4,62374,EV,Automatic,7,13760
Scooty,General,12,51063,Petrol,Automatic,20,560
Car,Major,7,98515,Diesel,Manual,12,14560
SUV,General,5,86331,Diesel,Manual,6,9150
SUV,Repair,2,28446,Hybrid,Automatic,2,22110
Bike,General,4,24826,Petrol,Manual,5,850
Car,Major,5,63277,Petrol,Manual,6,10420
Scooty,General,2,8010,Petrol,Automatic,3,550
Bike,Major,7,44482,Petrol,Manual,13,3310
Bike,Major,8,47129,Petrol,Automatic,14,3400
Scooty,Major,4,18262,Petrol,Automatic,6,1240
Car,Major,4,66601,Petrol,Manual,7,13310
Bike,Major,4,35492,Petrol,Manual,6,2830
Car,Repair,3,34691,EV,Automatic,5,9100
Scooty,General,10,62047,Petrol,Automatic,13,610
Car,Major,5,69921,Diesel,Manual,7,16730
Car,General,12,168461,Diesel,Manual,23,7020
SUV,General,8,127094,Petrol,Automatic,10,7800
Bike,Repair,1,10887,Petrol,Manual,1,2120
Scooty,Major,3,15909,Petrol,Automatic,5,1630
Electric Bike,General,0,500,EV,Automatic,0,640
Scooty,General,9,47425,Petrol,Automatic,16,810
Bike,Repair,8,68385,Petrol,Manual,13,4450
SUV,General,2,40677,Diesel,Automatic,2,8290
SUV,Major,3,32189,Hybrid,Manual,4,14850
Car,Major,1,7302,Diesel,Automatic,1,13660
Bike,Major,2,18065,Petrol,Automatic,2,2660
Car,Major,6,48622,Petrol,Manual,7,8830
SUV,Repair,4,72561,Petrol,Automatic,5,26180
Scooty,Repair,11,51523,Petrol,Automatic,20,4160
SUV,General,7,107607,Diesel,Automatic,10,7830
Electric Scooter,Major,0,500,EV,Automatic,0,1500
Electric Scooter,General,4,17233,EV,Automatic,6,540
Bike,General,7,64809,Petrol,Manual,10,800
Bike,General,0,1467,Petrol,Manual,0,610
Car,Repair,14,179495,Petrol,Automatic,27,27890
Car,General,8,118095,Petrol,Manual,15,4590
Bike,Repair,3,26466,Petrol,Manual,5,2710
Scooty,General,6,32065,Petrol,Automatic,10,730
SUV,General,1,16048,Diesel,Manual,1,8420
Scooty,General,6,36810,Petrol,Automatic,10,480
Scooty,General,6,36220,Petrol,Automatic,8,750
SUV,Repair,11,167629,Petrol,Manual,16,28700
Electric Scooter,General,1,7350,EV,Automatic,1,580
SUV,General,13,189525,Hybrid,Automatic,24,11080
Bike,General,5,36570,Petrol,Automatic,6,970
Car,General,12,120733,Diesel,Automatic,15,6820
Car,Major,12,103052,Petrol,Manual,19,12060
Car,General,5,43284,Petrol,Manual,7,4240
Bike,General,5,25851,Petrol,Manual,7,1020
Scooty,Repair,8,40098,Petrol,Automatic,15,2730
Car,Repair,3,51047,Petrol,Manual,5,8340
SUV,Major,10,124631,Petrol,Manual,17,21560
Bike,General,5,41784,Petrol,Manual,6,970
Car,General,3,28902,Petrol,Manual,3,4430
Car,Major,1,12769,Petrol,Automatic,1,10140
Scooty,Major,10,67300,Petrol,Automatic,15,2020
Car,Major,11,117280,Diesel,Automatic,13,16870
Electric Bike,Major,2,12162,EV,Automatic,3,1370
Car,Repair,13,150181,Petrol,Manual,20,20520
SUV,Repair,4,39430,Diesel,Automatic,7,26300
Bike,Major,2,14065,Petrol,Manual,3,2640
Car,Major,3,38627,Petrol,Manual,5,9260
Electric Scooter,General,1,5859,EV,Automatic,1,620
Car,Major,7,102933,Petrol,Manual,10,10970
Bike,General,2,13785,Petrol,Manual,3,720
Car,General,2,22710,Petrol,Manual,3,4560
Car,Major,2,32004,Petrol,Automatic,2,10300
Scooty,General,9,51413,Petrol,Automatic,17,530
Car,General,7,107898,Petrol,Manual,13,4350
Bike,Repair,3,18751,Petrol,Manual,4,1980
SUV,General,7,138945,Diesel,Manual,10,11250
SUV,General,9,156349,Diesel,Automatic,17,9940
SUV,General,9,178788,Diesel,Automatic,16,12010
Car,General,6,60841,Diesel,Manual,8,6930
Electric Bike,Major,1,7931,EV,Automatic,1,1390
SUV,General,4,76989,EV,Automatic,7,5870
Scooty,Major,2,10423,Petrol,Automatic,3,1070
Car,General,5,45084,Petrol,Manual,7,3830
Electric Scooter,Major,1,4332,EV,Automatic,1,1420
Bike,Major,3,31266,Petrol,Manual,4,1570
Car,Major,4,67385,Diesel,Manual,5,14070
SUV,General,6,107527,Hybrid,Manual,11,9510
Car,Major,5,53383,Petrol,Manual,8,10130
SUV,General,6,122816,Petrol,Manual,8,8800
Car,Repair,4,32536,EV,Automatic,6,12650
Bike,Repair,3,30959,Petrol,Manual,4,3080
Bike,General,11,87789,Petrol,Manual,15,810
Electric Bike,Major,2,13213,EV,Automatic,3,1330
Electric Scooter,General,4,17430,EV,Automatic,7,650
Car,General,5,59477,Petrol,Manual,7,5210
Scooty,Repair,3,15218,Petrol,Automatic,4,1680
Scooty,General,5,22353,Petrol,Automatic,9,850
Electric Scooter,General,3,12884,EV,Automatic,3,480
Bike,Major,3,32788,Petrol,Manual,3,1880
SUV,Repair,3,55585,Diesel,Manual,5,19720
Car,General,11,151890,Hybrid,Manual,20,4540
Car,General,3,25459,Petrol,Automatic,3,5860
Bike,Major,3,26407,Petrol,Manual,5,2720
SUV,Major,5,61586,EV,Automatic,9,15930
Electric Bike,Major,2,14462,EV,Automatic,3,2110
SUV,General,5,67010,Diesel,Manual,7,8430
Scooty,Repair,9,38614,Petrol,Automatic,11,1790
Car,Major,5,75299,Diesel,Manual,8,12940
Car,Repair,6,61468,Petrol,Automatic,8,17660
Car,General,7,113888,Petrol,Automatic,10,4950
Car,General,9,79181,Petrol,Manual,11,3740
Electric Scooter,General,1,7168,EV,Automatic,1,380
SUV,Repair,10,182366,Diesel,Manual,18,38660
Scooty,General,1,5579,Petrol,Automatic,1,730
SUV,Major,4,69297,Hybrid,Manual,6,23110
Scooty,General,7,56876,Petrol,Automatic,10,820
Car,Major,5,38523,Hybrid,Automatic,7,11810
Car,General,9,81749,Hybrid,Manual,12,6270
SUV,General,4,50102,Diesel,Automatic,5,7270
Car,Major,8,120082,Diesel,Automatic,11,15750
Car,Major,10,138302,Petrol,Automatic,16,16960
Bike,General,9,49804,Petrol,Manual,11,640
Bike,General,8,68798,Petrol,Manual,13,820
Car,General,9,126369,Petrol,Automatic,14,4980
SUV,General,1,13318,Petrol,Automatic,1,6710
Electric Scooter,Repair,0,500,EV,Automatic,0,780
Car,General,10,133728,Diesel,Automatic,18,7310
Car,Major,3,42850,EV,Automatic,5,7290
SUV,General,8,134780,Petrol,Automatic,9,10110
Car,General,11,171150,Diesel,Automatic,16,8370
Electric Scooter,Major,2,12638,EV,Automatic,2,1530
SUV,General,8,135972,Petrol,Manual,14,6520
Electric Bike,Repair,2,15420,EV,Automatic,3,1550
Electric Scooter,Major,0,1958,EV,Automatic,0,1800
Bike,Major,4,30054,Petrol,Manual,6,2450
Bike,General,3,23756,Petrol,Manual,5,1110
Bike,Major,6,36106,Petrol,Automatic,11,2560
Car,Major,6,87206,Petrol,Manual,9,11640
Bike,General,8,69695,Petrol,Manual,13,880
Car,Repair,2,24337,Diesel,Automatic,3,13880
Bike,General,10,89691,Petrol,Manual,19,1230
Car,General,11,121274,Petrol,Automatic,20,4420
Scooty,Repair,7,33398,Petrol,Automatic,8,2080
Bike,Major,5,25256,Petrol,Manual,9,2180
Car,General,10,155963,Hybrid,Automatic,19,6520
Electric Scooter,Major,1,5519,EV,Automatic,1,1540
Scooty,Major,5,24894,Petrol,Automatic,7,1630
SUV,General,6,82200,Petrol,Automatic,11,9700
SUV,Major,1,15245,Petrol,Manual,1,14220
Bike,General,12,100252,Petrol,Manual,21,1310
Car,General,3,47753,Petrol,Manual,4,3590
Car,General,5,40044,Petrol,Manual,6,4670
Scooty,General,9,44576,Petrol,Automatic,11,590
SUV,General,3,54792,Hybrid,Automatic,4,7720
Car,General,4,37257,Petrol,Automatic,5,5510
Car,Repair,9,96284,Diesel,Manual,13,19370
SUV,General,8,100215,Diesel,Manual,11,6700
Bike,Repair,4,29104,Petrol,Manual,6,1990
Bike,Major,2,11636,Petrol,Automatic,2,3000
Car,Major,1,13719,Diesel,Manual,1,14860
Car,Repair,8,120141,Petrol,Manual,15,21280
SUV,General,9,112799,Diesel,Automatic,13,11610
Scooty,General,10,48550,Petrol,Automatic,17,1000
Scooty,General,4,20535,Petrol,Automatic,6,750
Bike,Major,10,51385,Petrol,Manual,12,2710
Scooty,Major,1,10133,Petrol,Automatic,1,1700
Scooty,Repair,1,6892,Petrol,Automatic,1,1040
Car,Major,14,146791,Petrol,Automatic,23,16500
Bike,Major,11,76693,Petrol,Manual,20,3170
SUV,General,5,89599,Petrol,Automatic,6,6710
Car,General,11,161636,Diesel,Manual,16,5190
Car,Repair,11,165929,Petrol,Manual,13,26550
Bike,Repair,5,36734,Petrol,Automatic,7,3400
SUV,General,6,97307,Petrol,Manual,11,8440
SUV,General,4,49878,Diesel,Manual,6,9170
Car,General,7,77412,Diesel,Automatic,10,7070
Bike,Repair,3,19574,Petrol,Automatic,5,3130
Car,Repair,2,26426,Hybrid,Manual,3,9050
Electric Scooter,Repair,2,11508,EV,Automatic,3,1580
Electric Scooter,General,1,4898,EV,Automatic,1,540
Bike,Major,3,21849,Petrol,Manual,5,2130
Bike,General,10,94206,Petrol,Manual,17,1200
Bike,General,9,90263,Petrol,Manual,16,1250
Bike,General,8,48634,Petrol,Manual,12,1330
Car,General,6,91545,Diesel,Manual,11,5010
Electric Bike,General,2,15453,EV,Automatic,3,550
SUV,General,2,33502,Petrol,Manual,2,8070
Car,General,4,38954,Petrol,Automatic,6,4170
Car,General,1,18565,Diesel,Manual,1,5520
Scooty,General,8,63174,Petrol,Automatic,13,1030
Car,General,5,70298,EV,Automatic,9,3840
SUV,Major,4,54077,Diesel,Manual,5,17150
Scooty,Major,3,18418,Petrol,Automatic,5,1490
Car,Major,7,81998,Petrol,Automatic,13,16400
Bike,General,10,63119,Petrol,Manual,17,670
Car,General,4,56226,Diesel,Manual,6,6130
SUV,General,1,20275,Diesel,Manual,1,6400
Scooty,General,5,33634,Petrol,Automatic,8,710
Scooty,General,3,21399,Petrol,Automatic,3,810
SUV,Repair,6,100147,Petrol,Manual,9,17580
Bike,General,7,58793,Petrol,Manual,12,820
SUV,Repair,6,62152,Diesel,Manual,11,34390
Scooty,Repair,10,66423,Petrol,Automatic,19,2040
Bike,Major,2,20622,Petrol,Manual,2,2150
Car,Major,6,65264,Diesel,Manual,10,16690
Scooty,Major,2,14813,Petrol,Automatic,2,1950
Car,General,6,51097,Petrol,Manual,7,3300
Electric Bike,General,2,11579,EV,Automatic,2,580
Car,General,10,88616,Diesel,Manual,15,5770
Car,Repair,9,105236,Diesel,Automatic,14,26350
SUV,Major,4,46455,Diesel,Manual,6,25830
SUV,Repair,4,80676,EV,Automatic,6,19220
SUV,General,8,110316,Hybrid,Automatic,10,8680
SUV,Repair,2,26205,EV,Automatic,2,10170
Bike,Repair,5,26657,Petrol,Automatic,9,2720
Car,General,4,39439,Petrol,Manual,5,5220
Car,Repair,12,187093,EV,Automatic,20,24550
Electric Scooter,General,3,22090,EV,Automatic,4,560
SUV,General,4,63949,Petrol,Automatic,6,6710
Bike,Major,2,18840,Petrol,Automatic,2,1350
Car,General,12,140430,Petrol,Automatic,18,5770
Car,Major,7,80408,Petrol,Automatic,13,11470
Car,General,12,128123,Petrol,Manual,20,4760
Car,Major,11,120206,Diesel,Manual,17,16890
SUV,Repair,11,179632,Petrol,Manual,15,24950
Car,Major,2,31384,Petrol,Automatic,3,10370
Bike,General,4,36555,Petrol,Manual,6,840
SUV,General,9,155170,Diesel,Manual,12,9660
Scooty,General,2,14791,Petrol,Automatic,2,620
Bike,General,5,40265,Petrol,Manual,7,660
Car,General,13,170592,Petrol,Automatic,16,7430
Scooty,Major,6,44903,Petrol,Automatic,8,2410
Bike,Major,9,55408,Petrol,Manual,15,2080
Electric Scooter,General,1,7826,EV,Automatic,1,570
Electric Scooter,General,2,14208,EV,Automatic,3,840
Bike,Major,5,33860,Petrol,Manual,6,1860
Bike,General,6,38275,Petrol,Manual,10,610
SUV,Major,3,43906,Diesel,Automatic,5,28490
Car,Major,10,142671,Petrol,Manual,12,15540
Bike,General,4,28690,Petrol,Manual,6,730
Car,Major,8,121649,Diesel,Automatic,15,16850
Car,Repair,6,85039,Diesel,Manual,9,20880
Car,General,7,90335,Diesel,Automatic,11,7560
SUV,Major,4,52591,Diesel,Manual,5,22690
Bike,Major,12,97262,Petrol,Automatic,21,2530
Car,General,6,53272,Petrol,Manual,9,4780
Car,General,5,43375,Diesel,Manual,6,6480
Bike,General,1,11169,Petrol,Manual,1,610
Car,Major,14,152538,Hybrid,Manual,21,19870
SUV,General,8,158171,EV,Automatic,13,7540
Car,General,3,45255,Petrol,Automatic,5,5530
Car,Repair,3,46000,Diesel,Manual,4,17280
Bike,General,8,71097,Petrol,Manual,13,760
Car,Major,7,63202,Petrol,Manual,13,13340
Bike,General,10,97463,Petrol,Manual,16,1270
Car,General,4,62256,Diesel,Manual,6,5270
Bike,General,5,29131,Petrol,Manual,7,570
Scooty,General,9,47633,Petrol,Automatic,14,880
SUV,General,13,162574,Diesel,Automatic,19,8650
Scooty,Repair,7,33482,Petrol,Automatic,9,1950
Car,General,2,26146,Hybrid,Automatic,3,6190
Bike,General,5,33750,Petrol,Manual,6,740
SUV,General,6,88520,Hybrid,Manual,11,8990
Bike,General,2,15789,Petrol,Manual,2,920
Car,Repair,4,31984,EV,Automatic,7,8850
Car,General,4,59213,Petrol,Manual,5,4000
Electric Bike,General,3,17518,EV,Automatic,3,480
SUV,Major,4,75068,Diesel,Manual,7,17960
Car,Repair,13,122374,Petrol,Automatic,24,26760
Electric Scooter,General,3,14654,EV,Automatic,5,540
Car,Major,5,63669,Petrol,Manual,7,10770
Electric Scooter,Repair,3,15526,EV,Automatic,5,1250
Car,General,2,25712,Diesel,Manual,2,4790
Car,General,9,137831,Petrol,Manual,15,5460
Car,Repair,9,76899,Hybrid,Manual,17,14280
Bike,Major,4,23526,Petrol,Manual,5,1660
Bike,General,3,20082,Petrol,Automatic,5,880
Bike,General,3,16054,Petrol,Manual,4,1000
Car,Repair,5,50916,Diesel,Automatic,8,19970
Bike,General,5,43087,Petrol,Manual,9,920
Car,General,7,65825,Petrol,Manual,10,5680
Car,General,14,123255,Petrol,Automatic,20,7470
SUV,Major,11,177629,EV,Automatic,20,26200
Scooty,General,12,76519,Petrol,Automatic,22,1090
Electric Bike,General,1,9198,EV,Automatic,1,430
SUV,Major,3,31635,Diesel,Automatic,3,20400
Bike,Major,2,12801,Petrol,Manual,3,1450
Scooty,General,1,5299,Petrol,Automatic,1,460
SUV,Repair,5,59396,Diesel,Automatic,6,24000
Bike,General,4,25663,Petrol,Manual,7,1060
Car,General,5,49911,Diesel,Automatic,9,6990
Bike,Major,5,31356,Petrol,Manual,8,2160
Bike,General,10,101763,Petrol,Automatic,15,1330
Car,General,5,60930,Petrol,Automatic,8,6140
Electric Scooter,General,1,7967,EV,Automatic,1,530
Car,General,5,64525,Petrol,Manual,6,3770
Car,General,9,107228,Petrol,Manual,14,6050
SUV,Major,1,19651,Diesel,Automatic,1,21430
SUV,General,4,58033,Petrol,Automatic,7,8210
Bike,Major,2,10306,Petrol,Manual,3,2830
Car,General,9,87774,EV,Automatic,13,5040
Electric Bike,Repair,2,13325,EV,Automatic,3,1620
Electric Bike,Repair,2,12490,EV,Automatic,3,1580
Electric Bike,General,3,21245,EV,Automatic,5,500
Car,Repair,4,36574,Petrol,Automatic,7,16180
SUV,General,0,1000,Petrol,Automatic,0,5170
Electric Scooter,General,1,7430,EV,Automatic,1,690
Bike,Major,0,500,Petrol,Manual,0,2470
Bike,General,4,32207,Petrol,Manual,5,960
Car,General,13,112950,Petrol,Manual,19,6600
Electric Bike,General,1,6682,EV,Automatic,1,580
Electric Scooter,Repair,1,5962,EV,Automatic,1,1220
SUV,General,13,201670,Diesel,Manual,16,10470
Bike,General,7,59655,Petrol,Manual,8,1220
SUV,Repair,8,113424,Diesel,Manual,14,28510
Car,General,6,78119,Petrol,Manual,9,3600
Bike,General,3,28886,Petrol,Manual,4,880
Car,General,4,44759,Petrol,Manual,7,4150
Car,General,4,66070,Petrol,Manual,7,3230
Car,Repair,8,121295,Hybrid,Manual,12,19090
Scooty,General,3,18606,Petrol,Automatic,5,590
Electric Scooter,Major,1,6526,EV,Automatic,1,1130
SUV,General,8,92034,EV,Automatic,14,7620
Car,Major,13,112997,Diesel,Manual,19,19860
